,Recency_scaled,Frequency_scaled,Monetary_scaled
1071,1.4349071213292532,-0.9575655125719311,-0.20091891422129793
2171,1.38505990898278,-0.9575655125719311,-0.1788781373092962
4028,-0.8904103223900771,0.0683632502483415,-0.20587378757086264
3872,0.8309787243805009,-0.9575655125719311,0.15034502989600335
3459,0.20094516326681713,0.0683632502483415,0.13831399682941484
1907,0.8780277403253792,0.0683632502483415,-0.31487633239950513
103,-0.7019434865766483,2.374576743025171,1.847132991287486
2299,-0.08460544314249129,-0.3574356579108224,0.5301063745877536
1936,0.8780277403253792,-0.9575655125719311,0.4211658540906309
4133,-1.66254710329667,-0.3574356579108224,-0.9172472396608516
2080,0.32718393259116973,-0.9575655125719311,-0.66663587273732
508,1.5712325190509218,-0.9575655125719311,-2.099153581055038
4194,0.5376239126285365,0.39863854235322044,0.855253664978852
1075,-0.27046384343706587,1.094292013068614,1.0191959940332422
865,0.2609711472437856,-0.9575655125719311,-0.7050820058455655
2430,-1.1427390812633502,-0.3574356579108224,0.19835202430916601
1822,-0.6613971550996363,0.8966518865917569,0.694080733811529
1261,0.63476466620044,-0.9575655125719311,0.0074496025653170254
1407,-1.1427390812633502,1.4245673051734935,2.2834482222394317
279,-0.39787528611311956,-0.3574356579108224,0.4384671485365196
2031,0.8090815641938744,-0.9575655125719311,-0.5521293397870551
3563,-1.3100798875037052,-0.3574356579108224,-0.6078952250090297
1788,-0.39787528611311956,-0.3574356579108224,-0.7211708834553864
3036,-0.7448079789586323,-0.9575655125719311,-0.9379911108516866
358,0.12193273592020015,-0.3574356579108224,0.14291166766449517
3841,-0.22499995692531255,-0.3574356579108224,-1.048123750013259
299,0.63476466620044,-0.9575655125719311,-0.5870947280128804
2794,0.0790682435382158,0.6684931049094501,0.7407578927126378
1392,1.5732403501180665,-0.9575655125719311,-1.1874892017510266
1113,-1.1427390812633502,2.838822029351558,1.9282294136672082
2453,-1.1427390812633502,0.0683632502483415,0.4915411923271129
761,0.4260009363837288,-0.9575655125719311,0.052809602946882535
3758,0.38802196261998245,-0.9575655125719311,-0.7713396091794656
2924,1.3694359177042064,-0.9575655125719311,-1.6120084824088639
415,0.18834109421317077,-0.3574356579108224,0.8962998763361327
353,0.2724205979698823,-0.9575655125719311,-1.6306533157755045
2651,0.36828596950717174,-0.9575655125719311,-1.5300931634689767
1213,-0.9459857030632081,0.8966518865917569,0.1359212524985725
2378,-0.4261776810298884,0.0683632502483415,-0.04080292490944333
1162,-2.0456277311068156,0.8966518865917569,0.7471098705876377
1366,1.2405612073334567,-0.9575655125719311,-0.6230373369590442
3076,0.13569320374670893,-0.9575655125719311,-1.4223242807337635
3740,-0.7448079789586323,0.6684931049094501,0.762966742685255
2864,1.1510601550880182,-0.3574356579108224,0.5970217433687933
3525,-0.5181201606804938,-0.3574356579108224,-0.7127067098390684
908,0.8626703888560509,0.0683632502483415,0.6960995041973534
3960,1.3120366420365217,-0.9575655125719311,-3.0306583276639434
2245,-0.27046384343706587,-0.3574356579108224,-0.2717502789476165
1451,1.2498771588805766,-0.9575655125719311,-1.0824342015656432
3468,0.40725184843799567,-0.9575655125719311,-1.427755379527602
2256,0.20094516326681713,0.39863854235322044,0.2219900974465147
1769,0.37821888896700323,-0.9575655125719311,-0.426160592608174
2225,0.9819568933816815,1.094292013068614,1.304284578388397
108,-1.0060116870401765,-0.9575655125719311,-0.24649779723189222
912,-0.7019434865766483,-0.3574356579108224,-0.5981300408805602
4121,-0.5181201606804938,-0.9575655125719311,-0.10321034958621401
3098,0.7691522006295732,0.0683632502483415,0.27008507139986376
1084,-0.08460544314249129,0.39863854235322044,0.5110921858838554
58,0.2609711472437856,-0.9575655125719311,-0.14317824252894426
76,-0.838670880799822,-0.3574356579108224,1.1115465446334931
3477,-1.66254710329667,1.094292013068614,0.8038087603988002
368,0.8830777557429789,-0.3574356579108224,0.31142559826285815
1255,-0.7019434865766483,0.39863854235322044,1.6304384438997501
785,1.1223514071645029,-0.9575655125719311,-1.9677535080633686
2111,1.2247727409022109,-0.9575655125719311,-0.4474087066604809
4074,-0.9459857030632081,1.094292013068614,1.126639801511728
1808,1.567200657427293,-0.3574356579108224,-1.228431512163439
2653,-0.7019434865766483,0.39863854235322044,0.09378970749188008
2540,0.8574805795233109,-0.9575655125719311,-0.3697978806798455
2962,0.5132999061170591,-0.3574356579108224,-0.1644979938603909
2678,-1.8298879095370246,0.0683632502483415,2.265896072955344
2401,-0.16158830374125985,-0.3574356579108224,-1.0351927082702896
3693,-1.66254710329667,2.1202207758888867,3.0187522759192644
1714,0.3376725574899912,0.0683632502483415,-0.29026149992155564
3518,0.37821888896700323,-0.9575655125719311,-0.6201882190008793
937,0.2724205979698823,-0.9575655125719311,-0.4104681613810906
1565,0.9641007056225197,-0.3574356579108224,-0.09673983220953108
2939,1.10007478541208,0.0683632502483415,-0.97043749533384
910,-0.06653409989322877,-0.3574356579108224,0.13960513690959708
124,0.5611836864859316,0.6684931049094501,1.308695705055017
2805,0.09363034100343133,0.8966518865917569,0.7668557190431737
3024,-0.20326149411640282,1.094292013068614,0.6343845457546275
817,1.288960222662893,-0.9575655125719311,-0.7385418266718744
3211,-0.12210948056636005,2.591564887997965,1.834118878619513
1627,-1.0712636465602852,0.39863854235322044,0.9180553113424337
3415,0.017815890595216804,-0.3574356579108224,0.4785870226721902
2605,0.4352025788908284,-0.9575655125719311,-1.1523496610575936
3022,-0.5514556245269654,0.39863854235322044,0.5427809767461865
429,-0.04888800443285016,-0.3574356579108224,-0.5217812509989512
1910,-1.0060116870401765,1.4245673051734935,1.816168824365153
665,0.4352025788908284,-0.9575655125719311,-0.5539458449972837
3416,-1.5258197090734964,0.39863854235322044,0.06670193414740032
2627,0.9993977830792249,-0.9575655125719311,-0.6355436566660735
1532,1.4251992258198947,-0.9575655125719311,-1.3451328841254264
1590,-1.0060116870401765,0.6684931049094501,0.4802042528754866
442,0.7749882180639979,-0.9575655125719311,-0.1516832553538364
1609,0.2133408910340563,0.0683632502483415,1.0971770734076467
4217,-1.2217515086099677,0.8966518865917569,0.7270438052094836
4329,-0.29427296873669234,-0.9575655125719311,-1.1173444523556544
1270,1.4586408886972884,-0.9575655125719311,-0.7901220607786265
433,-0.6613971550996363,-0.3574356579108224,-0.2948772501946705
1338,1.0036953561905917,-0.3574356579108224,-0.7228965059836348
3513,0.63476466620044,0.0683632502483415,0.03347004662649891
387,0.9993977830792249,-0.9575655125719311,-1.3320609334161664
30,-1.5258197090734964,0.6684931049094501,0.7499004959679041
1032,0.34801650708102283,0.0683632502483415,-0.05784101758319488
1334,-0.5863421219265484,-0.3574356579108224,-0.4179110887453639
203,-1.0712636465602852,1.2686229595705591,1.1427512845652688
1632,-1.66254710329667,2.374576743025171,1.5443329597520068
3687,-0.10312303719671122,1.2686229595705591,1.8478619844942155
1545,1.069304337595854,-0.9575655125719311,-1.420280672472255
1302,-0.4862036650068569,1.094292013068614,1.1138158857368183
4259,-1.5258197090734964,0.8966518865917569,0.749227494086153
324,0.10791504824702575,1.094292013068614,2.696242666123367
2323,0.9222984293609052,-0.3574356579108224,-1.4132669561680473
3948,-1.66254710329667,0.8966518865917569,0.9328971911868363
2922,-0.14158913306631649,-0.9575655125719311,-1.2379567748678921
1872,-0.39787528611311956,-0.9575655125719311,-0.6122263251585374
2292,-1.1427390812633502,0.0683632502483415,-0.25000255391264886
1006,1.3344241091746467,-0.9575655125719311,-0.7340243865133357
2664,0.5050133637303458,0.0683632502483415,0.9586766110727081
1158,0.0790682435382158,-0.3574356579108224,0.41598132002178206
2011,1.0372171135309047,0.0683632502483415,3.1970683130445874
1670,1.0494112757934757,-0.9575655125719311,-0.641586490883484
6,1.1223514071645029,-0.9575655125719311,-1.6554748046019871
932,-1.4102183444233967,-0.3574356579108224,-0.06299563489063449
439,-1.5258197090734964,0.6684931049094501,0.9863147837286288
1728,-0.24738742406343706,0.0683632502483415,0.8880334316899855
1461,1.2529569351006957,-0.9575655125719311,-0.6694513224329994
3945,-0.6229310592300309,0.39863854235322044,0.764318823826715
3722,-0.14158913306631649,0.8966518865917569,0.907182886041766
4221,-0.6229310592300309,0.0683632502483415,-0.5785399699920252
3292,1.0453685465657339,0.0683632502483415,-1.0191198384598859
194,-0.10312303719671122,-0.9575655125719311,-0.9588103868640618
2034,-1.3100798875037052,-0.3574356579108224,0.8895582805548691
2277,1.442106451394225,-0.9575655125719311,-0.2971550386002184
4166,1.3798879956863996,-0.9575655125719311,-0.5415129729076769
1952,-0.22499995692531255,-0.9575655125719311,-0.5452115236861104
1395,-0.29427296873669234,-0.3574356579108224,0.17010558153471753
1767,-1.0712636465602852,1.694421867729723,1.5448908173461493
222,-0.7902718654703855,0.0683632502483415,0.4949520189763419
1642,-1.8298879095370246,-0.9575655125719311,-1.1508462766505065
573,-2.3496959315703445,2.780771360098645,1.7427575705775968
2177,0.37821888896700323,0.39863854235322044,0.2003496072259071
3458,-0.5514556245269654,1.094292013068614,0.5641606651797718
418,0.001687861352825886,0.0683632502483415,-0.1799866025599054
1175,-0.18213546454332855,-0.9575655125719311,-1.8258727566102801
257,-1.0060116870401765,-0.9575655125719311,-0.8545720554282568
295,0.5688752867901907,0.0683632502483415,0.37297984426820263
4098,1.2711746193506372,-0.9575655125719311,-3.151319742207722
1437,0.7081491162464905,-0.9575655125719311,-0.09221920319561724
4099,0.2836978699658916,-0.9575655125719311,-1.4765388840622116
4190,1.342650054053703,-0.9575655125719311,-1.5531725402715315
3698,-0.7448079789586323,0.6684931049094501,0.4172134969323297
712,1.5467096434043917,-0.9575655125719311,-1.0110065601706844
2998,1.1545726882337597,0.0683632502483415,-0.11343656273826767
1882,0.5214958833861456,-0.3574356579108224,-0.6746992018801173
2978,1.4153640100219307,-0.3574356579108224,-1.1573499957433147
449,-1.5258197090734964,-0.3574356579108224,-0.02793863764359663
1598,-0.4555902529896763,0.39863854235322044,0.24197318892647068
2902,-0.12210948056636005,0.39863854235322044,1.010418461773088
958,0.10791504824702575,0.0683632502483415,0.08928421906168368
1186,-1.3100798875037052,1.094292013068614,1.2629035813199
654,0.1755215605823765,0.6684931049094501,0.5958870769396378
1161,0.13569320374670893,-0.9575655125719311,-0.5693296585321306
2267,-0.5181201606804938,-0.9575655125719311,-1.2472264544835465
411,0.4621488713483618,-0.3574356579108224,-0.5052549964513089
2236,-1.0712636465602852,0.39863854235322044,0.8838313543925551
2473,1.3694359177042064,-0.9575655125719311,-1.3370860500557873
1923,0.1755215605823765,-0.9575655125719311,-0.7491549387046295
2728,-0.7019434865766483,0.6684931049094501,0.5961277404044962
1323,0.8090815641938744,-0.9575655125719311,-1.4479470639303746
2698,-0.9459857030632081,-0.9575655125719311,-0.8356148083010593
2706,1.09249972650342,0.0683632502483415,-0.39431644290113255
430,1.1260006817895136,-0.3574356579108224,-0.9529317611780375
2206,1.5732403501180665,-0.9575655125719311,-1.4489702160299855
1159,0.20094516326681713,-0.3574356579108224,-0.4966026679898893
2029,0.8090815641938744,-0.9575655125719311,-0.8555432075095653
1779,-1.8298879095370246,1.2686229595705591,2.127570624216452
3355,0.9222984293609052,1.694421867729723,1.0203819787747954
102,-0.3188628587665023,0.6684931049094501,1.3511845663317912
1114,0.9819568933816815,0.0683632502483415,-0.4890239278005041
1620,-1.66254710329667,1.2686229595705591,1.3605920572169057
2952,-0.6613971550996363,0.0683632502483415,0.6087747651744102
3367,0.1492057216765626,-0.3574356579108224,0.20564642676038944
2494,0.2836978699658916,-0.9575655125719311,-0.3738558155911688
2509,0.2836978699658916,-0.3574356579108224,-0.004940104818749636
1253,-1.1427390812633502,0.6684931049094501,0.476443831897597
3189,-2.3496959315703445,2.5227105040731383,2.3649060024559514
2561,0.35821971829206023,2.0246971598346017,0.7459146023478953
1173,1.0289761025157846,-0.9575655125719311,-0.5137704011446091
4185,-0.6229310592300309,-0.3574356579108224,0.4281276760021092
1064,1.5611119274527852,-0.9575655125719311,-0.9036090645217789
1988,0.40725184843799567,0.0683632502483415,0.7053150090521578
818,0.529603253760156,-0.9575655125719311,-0.7031804971226788
1220,0.017815890595216804,0.0683632502483415,0.830919063576794
2354,-0.14158913306631649,-0.9575655125719311,-0.3972984042493679
816,-0.838670880799822,1.094292013068614,1.238157609012133
3352,-0.4555902529896763,-0.3574356579108224,-0.19511805052373807
1957,-1.66254710329667,0.39863854235322044,-0.076176130883029
3427,0.22553505329662737,0.0683632502483415,-0.5544560976927201
2654,-0.4862036650068569,-0.3574356579108224,-0.470476671683375
1510,0.529603253760156,1.4245673051734935,0.33849297013449786
2066,0.31654652791691723,0.0683632502483415,0.10908631176976849
2535,-2.3496959315703445,1.2686229595705591,1.055328667174009
864,0.3376725574899912,-0.9575655125719311,-0.9516515773154696
2398,1.0453685465657339,-0.9575655125719311,-0.6982736747233791
4276,0.3376725574899912,0.0683632502483415,0.8040908089465347
554,-2.3496959315703445,0.39863854235322044,0.01005311799033493
1393,1.4725287755123972,-0.9575655125719311,-1.2602587834772103
1513,1.5508528829799415,-0.9575655125719311,-1.4129407186099987
1563,1.2860250938452096,-0.3574356579108224,-0.6523797350950392
1298,-0.27046384343706587,-0.3574356579108224,-0.14646831339116634
4198,-1.2217515086099677,0.8966518865917569,1.0416333597008762
748,0.001687861352825886,1.094292013068614,2.1516211276005395
1228,0.39769854146695965,-0.9575655125719311,-0.2804013786184236
866,0.35821971829206023,0.39863854235322044,1.440345628644712
752,1.3798879956863996,-0.9575655125719311,-0.4869824324530794
3443,0.682287089430532,0.0683632502483415,-0.5962100039108517
2415,-0.7019434865766483,-0.9575655125719311,-0.8596024737170092
1665,1.2529569351006957,0.0683632502483415,-0.45387575480996817
4318,-0.4261776810298884,0.0683632502483415,0.9384293432054175
729,-0.14158913306631649,0.39863854235322044,1.6521444267241494
3033,-0.4261776810298884,0.0683632502483415,-0.6161973196709369
3523,-0.27046384343706587,0.8966518865917569,1.2634354479063243
2850,0.001687861352825886,0.6684931049094501,0.3356321136370376
2486,-0.7019434865766483,1.094292013068614,1.5681846053451063
1110,0.7807791692771053,-0.9575655125719311,0.634145200269801
3166,-0.7019434865766483,1.694421867729723,1.3844912186001428
346,-0.12210948056636005,1.2686229595705591,1.3619146750703868
3020,1.0206435228378197,-0.9575655125719311,-1.281708469561116
4017,-0.9459857030632081,-0.3574356579108224,-1.4579620733304066
578,1.5732403501180665,-0.9575655125719311,-0.5717526628388796
3788,-2.3496959315703445,1.5656361251776922,0.9480762252659284
2721,1.182095940788908,-0.9575655125719311,-1.3279462847272288
1860,0.41668498483660815,-0.9575655125719311,0.7570653755612192
4231,-1.2217515086099677,1.8128932665312854,1.1065751928389091
1610,1.3034659835427536,-0.9575655125719311,-1.1400308168312578
178,-0.08460544314249129,-0.3574356579108224,-0.2580215862179429
3680,-1.2217515086099677,0.8966518865917569,1.0487815867388952
1862,1.4951185694979925,-0.9575655125719311,-1.3215230667271203
2829,-1.8298879095370246,0.39863854235322044,0.7576933557741331
1569,-0.10312303719671122,-0.9575655125719311,-1.1786915127969146
604,-0.6229310592300309,-0.9575655125719311,-0.6757064234887915
1192,-0.5181201606804938,-0.3574356579108224,-1.14653979234712
25,-1.0060116870401765,-0.3574356579108224,-0.35916936664323934
658,0.40725184843799567,0.39863854235322044,0.10396826326400044
2564,0.18834109421317077,0.0683632502483415,0.07967584060760165
1350,-0.06653409989322877,-0.3574356579108224,-0.019370712092801695
173,1.3063337669824915,-0.9575655125719311,-0.3602119456869501
3524,-0.3188628587665023,1.5656361251776922,0.6918388512760307
331,1.231128070934844,0.0683632502483415,1.1394957504986796
342,1.1475310923136648,-0.9575655125719311,0.5020716643934211
1812,0.36828596950717174,0.0683632502483415,-0.07058520093425652
1088,-0.3188628587665023,-0.3574356579108224,-0.5003881605941655
479,0.6756797827626332,-0.9575655125719311,-1.321232329915682
727,-0.5181201606804938,0.6684931049094501,0.613860736480808
3192,0.47092001760046925,0.6684931049094501,1.1445369584795722
976,0.47958976104590517,0.0683632502483415,0.16195334594180238
1174,0.9819568933816815,-0.9575655125719311,-1.198126569307721
1313,-2.0456277311068156,0.6684931049094501,0.3553676846691776
2500,-0.8904103223900771,0.0683632502483415,0.21887076767731883
3163,0.30575606181635456,-0.3574356579108224,-0.18840570027605302
1362,1.1718927295778712,-0.9575655125719311,-1.0757859029419319
2301,-0.7448079789586323,1.8128932665312854,2.1621750611965163
2757,0.47092001760046925,-0.9575655125719311,0.12618332703610943
1558,0.36828596950717174,-0.3574356579108224,-0.8901667431093703
1427,-1.1427390812633502,0.8966518865917569,0.1885762958095651
2725,-1.0712636465602852,0.39863854235322044,0.3761581675727562
2763,-1.0712636465602852,1.2686229595705591,0.6661105729721757
2408,0.8469919546244895,-0.9575655125719311,-0.6915230698343869
2406,-1.66254710329667,0.39863854235322044,0.46691511418318155
3958,-0.5181201606804938,-0.3574356579108224,-0.7277647946334359
2963,0.2133408910340563,0.0683632502483415,-0.20585946400177926
3289,0.5376239126285365,-0.3574356579108224,-1.3657668235965499
67,-1.1427390812633502,0.39863854235322044,1.314346334847724
4096,-1.5258197090734964,1.8128932665312854,0.930058171793537
221,-0.7448079789586323,1.4245673051734935,1.2908348778054892
3728,-1.2217515086099677,3.7151181931847135,4.457474040446205
2655,-1.8298879095370246,0.0683632502483415,-0.06061702363640343
4142,-0.24738742406343706,0.6684931049094501,0.5731059027847509
88,0.8090815641938744,-0.9575655125719311,-0.01313965541292352
1924,0.1755215605823765,1.094292013068614,0.07588424819181828
3456,0.36828596950717174,1.694421867729723,1.5793952334056198
3271,1.0036953561905917,-0.3574356579108224,-0.3538215986105928
2770,0.10791504824702575,-0.9575655125719311,-0.6739252821587987
2078,0.9126838815703018,-0.3574356579108224,-0.11398515718874098
1876,-1.8298879095370246,1.094292013068614,1.2595957810521567
1260,0.2724205979698823,-0.9575655125719311,-1.6254397125066806
3828,0.2133408910340563,0.39863854235322044,0.960436322092068
2533,-0.7902718654703855,0.0683632502483415,0.23465144543950106
1844,-1.3100798875037052,-0.3574356579108224,-2.074068899358137
397,-0.27046384343706587,-0.3574356579108224,0.27062848980376214
3625,-0.27046384343706587,-0.9575655125719311,0.9351009976438652
1278,-0.22499995692531255,-0.9575655125719311,-2.179529558687533
3196,-0.6229310592300309,2.1202207758888867,1.8008920991076272
2090,0.20094516326681713,0.39863854235322044,0.4518029862657348
2138,0.9819568933816815,-0.3574356579108224,-0.11358962084311468
1096,-0.5181201606804938,-0.9575655125719311,-0.9790152689336389
1918,0.30575606181635456,0.39863854235322044,0.6324377778539771
3917,0.9819568933816815,-0.3574356579108224,0.1654920418117281
979,0.8880939915404915,-0.9575655125719311,-0.6967597411293025
283,0.32718393259116973,-0.3574356579108224,0.15142481082206444
2004,1.4300688822530423,-0.9575655125719311,-0.5038376332058778
3014,0.001687861352825886,-0.3574356579108224,-3.5925451649367766
1948,-1.1427390812633502,1.4245673051734935,0.7612298306507232
2722,0.001687861352825886,-0.9575655125719311,-0.07915128773372103
613,-0.22499995692531255,0.39863854235322044,0.23970106497723326
2860,-0.4555902529896763,-0.3574356579108224,1.3076112655397925
1479,-0.24738742406343706,0.39863854235322044,0.8595901030185413
2098,0.2133408910340563,-0.3574356579108224,0.17373280346751535
423,0.24934417859625352,0.0683632502483415,0.39091511331550727
3448,0.5611836864859316,0.8966518865917569,1.1844395384499766
3937,-1.8298879095370246,1.9225806494120294,1.5894112317139661
3851,0.2133408910340563,-0.9575655125719311,-1.7253310146144396
839,1.231128070934844,-0.9575655125719311,-0.9159532303833092
500,0.6417407579535198,0.0683632502483415,-0.23504926947884336
1498,1.1718927295778712,-0.9575655125719311,-1.8676002347472151
4293,-1.8298879095370246,1.8128932665312854,1.6198432785636614
549,-1.0712636465602852,-0.3574356579108224,-0.5856163796725714
557,1.0248213857636654,-0.9575655125719311,-1.9906018282018758
3400,-0.8904103223900771,1.094292013068614,0.7755965790308791
3631,-0.7902718654703855,1.094292013068614,0.18442863536014328
218,0.5534123790597822,-0.3574356579108224,-0.00618751670583212
3940,-0.10312303719671122,-0.3574356579108224,-0.030072131563663288
1138,1.0653677172406775,-0.3574356579108224,-0.27785731038973044
209,0.41668498483660815,-0.3574356579108224,-0.8257253822058618
2392,0.41668498483660815,-0.9575655125719311,-2.131784066489058
2024,-1.0712636465602852,0.0683632502483415,1.261487311048018
4164,0.3376725574899912,-0.9575655125719311,-0.6941899973815331
3909,0.7978884540806314,-0.3574356579108224,0.04980235784353069
2405,0.1755215605823765,0.0683632502483415,0.6127652011313257
948,-0.27046384343706587,0.6684931049094501,0.009747263566370144
1299,0.35821971829206023,-0.9575655125719311,-1.2746586592575604
532,0.5840257910769635,-0.9575655125719311,-0.6803977168317438
3679,-0.7902718654703855,-0.9575655125719311,-0.8197262802279843
2451,0.12193273592020015,-0.9575655125719311,-0.5657877037330823
1784,0.7691522006295732,-0.3574356579108224,0.013148734134666202
1588,-0.4555902529896763,0.8966518865917569,0.5116856704252197
3870,0.2724205979698823,-0.9575655125719311,-1.3382136617560507
639,-0.6229310592300309,-0.3574356579108224,-0.8056988345055675
4192,0.22553505329662737,-0.9575655125719311,-1.1631442407992416
3633,1.3588361022861501,-0.9575655125719311,-1.5893001496711967
0,1.4725287755123972,-0.9575655125719311,3.7220593795050023
1533,1.4586408886972884,-0.9575655125719311,1.041286519883026
4255,1.542543385713121,-0.9575655125719311,-0.32709141626576127
2663,0.39769854146695965,-0.9575655125719311,0.337415018722546
1536,1.1260006817895136,-0.3574356579108224,0.6313174783121365
2644,-0.7019434865766483,-0.3574356579108224,-0.5391801384506063
247,0.6417407579535198,0.0683632502483415,-0.11314328358900405
1864,0.8830777557429789,-0.3574356579108224,-0.2065472861525691
1912,-1.0712636465602852,0.6684931049094501,0.5702361894976608
1412,0.6555012257800287,-0.3574356579108224,-0.24201851529170712
2758,1.1753092478133484,-0.3574356579108224,-0.1281100734387054
3430,0.6690137437098816,-0.3574356579108224,-0.0031836796724398152
3280,-0.838670880799822,2.591564887997965,1.7418412913008106
1675,0.5214958833861456,-0.3574356579108224,-0.053653662815598066
1502,0.8880939915404915,-0.9575655125719311,-0.17793715369463844
2328,0.2609711472437856,1.2686229595705591,0.7821167388872426
2310,-0.5514556245269654,-0.3574356579108224,0.4592178677572713
2528,0.017815890595216804,0.0683632502483415,1.5302547164729547
2650,-0.24738742406343706,-0.9575655125719311,-0.4104681613810906
1454,0.7513665973173181,-0.3574356579108224,-0.3502590997384857
2666,-0.5181201606804938,0.39863854235322044,0.5663249602173834
278,0.6888366896265002,-0.9575655125719311,1.52290801883842
952,-1.5258197090734964,1.094292013068614,0.8265054275399573
2548,0.41668498483660815,0.39863854235322044,0.5255810100090308
1880,-0.7019434865766483,-0.3574356579108224,0.1497587729122586
2527,-0.22499995692531255,0.6684931049094501,0.9351454216686358
4223,-0.7902718654703855,0.0683632502483415,0.3083755309616202
3805,-0.5863421219265484,-0.3574356579108224,-0.3205136898140146
2260,-0.6229310592300309,0.6684931049094501,0.5324614512763065
4084,-1.5258197090734964,-0.9575655125719311,-0.506319677187679
1752,-1.2217515086099677,1.2686229595705591,1.0535283529356945
2124,0.29480806510800717,1.2686229595705591,0.7106241258424126
155,-0.5863421219265484,2.2945517223908314,2.328060651073935
985,0.898026911000323,-0.3574356579108224,-0.30981702856184723
2230,-0.08460544314249129,-0.9575655125719311,-0.6508002307524514
1760,-0.7448079789586323,1.094292013068614,0.33828328186238965
3165,-0.4555902529896763,0.0683632502483415,0.5005572747500059
3235,-1.2217515086099677,0.0683632502483415,0.07480767956132227
1736,-0.838670880799822,0.39863854235322044,-0.14438390776777346
1962,0.34801650708102283,0.0683632502483415,-0.4092282461046001
1961,0.5132999061170591,-0.9575655125719311,-0.8302624049033412
3328,-0.12210948056636005,-0.3574356579108224,-0.40871064411330804
3231,0.6888366896265002,0.0683632502483415,0.5719042555469892
3492,-1.4102183444233967,1.2686229595705591,0.08613399765625665
3787,-2.3496959315703445,1.2686229595705591,1.2880450699729622
700,0.2609711472437856,-0.3574356579108224,-0.15580192535300835
1370,0.12193273592020015,1.4245673051734935,0.9045381939809674
644,-1.0712636465602852,0.8966518865917569,1.23656320906948
1702,-0.3188628587665023,0.39863854235322044,0.02450113160899078
929,-0.16158830374125985,0.39863854235322044,-0.8453727341512267
3379,0.6555012257800287,-0.3574356579108224,-1.1556482448743526
2117,1.3507867464138206,-0.9575655125719311,-1.0277186557383586
4239,0.37821888896700323,0.0683632502483415,-0.5242985909062581
246,0.9175065635002794,-0.9575655125719311,-0.6478751530691039
2123,0.001687861352825886,0.6684931049094501,0.6877044946578299
923,1.4276380066866212,-0.9575655125719311,-1.2845903815871387
1507,0.6417407579535198,0.8966518865917569,0.8743685677565863
1185,1.1718927295778712,-0.3574356579108224,1.200621916209598
3977,0.9078299846533021,0.39863854235322044,0.7378342896434338
669,0.36828596950717174,-0.3574356579108224,-0.13694067320709474
2384,0.3376725574899912,-0.9575655125719311,-1.0165383732377884
1919,-0.18213546454332855,0.0683632502483415,0.33683565014432104
2249,-0.39787528611311956,0.39863854235322044,0.5005867650752275
3488,-0.22499995692531255,0.8966518865917569,2.1561314700779293
