CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log
12393,72,4,1582.6000000000001,4.290459441148391,1.6094379124341003,7.3674560152319755
12394,64,2,1272.48,4.174387269895637,1.0986122886681098,7.149508589545504
12395,19,12,3018.63,2.995732273553991,2.5649493574615367,8.012889586306857
12397,36,2,2409.9,3.6109179126442243,1.0986122886681098,7.7877554007552545
12398,46,1,1635.6599999999999,3.8501476017100584,0.6931471805599453,7.4004128587924045
12399,119,4,1108.65,4.787491742782046,1.6094379124341003,7.011799929268738
12401,303,1,84.3,5.717027701406222,0.6931471805599453,4.446174454497633
12402,323,1,225.60000000000002,5.780743515792329,0.6931471805599453,5.423186348593906
12403,50,1,427.7,3.9318256327243257,0.6931471805599453,6.0607573736039315
12405,149,1,1710.39,5.0106352940962555,0.6931471805599453,7.445061184797548
12406,22,2,3415.3,3.1354942159291497,1.0986122886681098,8.136313373066384
12407,50,5,1708.12,3.9318256327243257,1.791759469228055,7.4437338971514055
12408,33,5,2888.55,3.5263605246161616,1.791759469228055,7.968856059639959
12409,79,3,11072.67,4.382026634673881,1.3862943611198906,9.312325497408466
12410,309,2,693.33,5.736572297479192,1.0986122886681098,6.542947351813216
12412,75,3,1226.88,4.330733340286331,1.3862943611198906,7.1130443840624835
12413,67,3,758.1,4.219507705176107,1.3862943611198906,6.632133521022722
12414,217,3,562.4100000000001,5.384495062789089,1.3862943611198906,6.334007604663526
12415,24,21,124914.53,3.2188758248682006,3.091042453358316,11.735393027855736
12417,3,9,3649.1,1.3862943611198906,2.302585092994046,8.202509843461513
12418,113,1,668.58,4.736198448394496,0.6931471805599453,6.506650650150935
12420,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765
12421,16,4,807.04,2.833213344056216,1.6094379124341003,6.694611562246261
12422,96,3,803.5600000000001,4.574710978503383,1.3862943611198906,6.690295544136225
12423,1,8,1859.31,0.6931471805599453,2.1972245773362196,7.528498419486568
12424,163,2,1760.96,5.099866427824199,1.0986122886681098,7.474182104762846
12425,78,1,777.2,4.3694478524670215,0.6931471805599453,6.6569835605504535
12426,195,1,582.73,5.278114659230517,0.6931471805599453,6.369438547154207
12427,22,3,825.8000000000001,3.1354942159291497,1.3862943611198906,6.717562827807614
12428,26,9,7956.46,3.295836866004329,2.302585092994046,8.981865132439246
12429,9,4,3750.4,2.302585092994046,1.6094379124341003,8.22988438262624
12430,43,1,256.4,3.784189633918261,0.6931471805599453,5.5506312951620265
12431,36,15,6419.95,3.6109179126442243,2.772588722239781,8.767321360814657
12432,43,5,5059.32,3.784189633918261,1.791759469228055,8.529185001388596
12433,1,7,13375.87,0.6931471805599453,2.0794415416798357,9.50128237507538
12434,85,2,806.14,4.454347296253507,1.0986122886681098,6.6934971352559
12435,80,2,7829.89,4.394449154672439,1.0986122886681098,8.965831447914955
12436,100,1,509.01,4.61512051684126,0.6931471805599453,6.234430333369278
12437,2,18,4951.41,1.0986122886681098,2.9444389791664403,8.507629605767502
12438,14,2,2906.85,2.70805020110221,1.0986122886681098,7.9751692554798295
12441,367,1,173.55,5.908082938168931,0.6931471805599453,5.162211233551045
12442,3,1,172.06,1.3862943611198906,0.6931471805599453,5.153638355178593
12444,21,5,5005.46,3.091042453358316,1.791759469228055,8.518484357502437
12445,22,1,133.4,3.1354942159291497,0.6931471805599453,4.900820428089049
12446,58,1,1002.3100000000001,4.07753744390572,0.6931471805599453,6.9110598129904375
12447,243,1,476.49,5.497168225293202,0.6931471805599453,6.168543217293113
12448,44,1,449.45,3.8066624897703196,0.6931471805599453,6.110247083097449
12449,22,4,4067.29,3.1354942159291497,1.6094379124341003,8.310978042729836
12450,156,2,197.88,5.056245805348308,1.0986122886681098,5.292701627762401
12451,11,5,9035.52,2.4849066497880004,1.791759469228055,9.109029423519523
12452,17,2,430.57000000000005,2.8903717578961645,1.0986122886681098,6.067429722163682
12453,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897
12454,56,1,3528.34,4.04305126783455,0.6931471805599453,8.168866163607964
12455,73,6,2466.86,4.30406509320417,1.9459101490553132,7.81110665732229
12456,44,3,3181.04,3.8066624897703196,1.3862943611198906,8.065277779528966
12457,66,7,2363.23,4.204692619390966,2.0794415416798357,7.768207666517555
12458,71,2,947.4,4.276666119016055,1.0986122886681098,6.854776354191251
12461,94,2,826.88,4.553876891600541,1.0986122886681098,6.718868216346018
12462,19,2,1189.59,2.995732273553991,1.0986122886681098,7.082204261557526
12463,53,4,1344.78,3.9889840465642745,1.6094379124341003,7.204729049594601
12464,10,8,1212.05,2.3978952727983707,2.1972245773362196,7.100893128209941
12465,17,2,742.19,2.8903717578961645,1.0986122886681098,6.610951732080795
12468,188,2,729.54,5.241747015059643,1.0986122886681098,6.593783986707386
12471,2,30,19788.65,1.0986122886681098,3.4339872044851463,9.89291435274037
12472,32,7,6572.11,3.4965075614664802,2.0794415416798357,8.790742363252102
12473,29,5,3928.05,3.4011973816621555,1.791759469228055,8.276152945361936
12474,17,18,7324.09,2.8903717578961645,2.9444389791664403,8.899060720499207
12475,54,1,723.38,4.007333185232471,0.6931471805599453,6.585316116572351
12476,16,11,6816.42,2.833213344056216,2.4849066497880004,8.82723638014411
12477,23,6,13219.74,3.1780538303479458,1.9459101490553132,9.489542087633343
12478,4,1,680.99,1.6094379124341003,0.6931471805599453,6.525014994979364
12479,11,1,527.2,2.4849066497880004,0.6931471805599453,6.269474999863032
12480,28,4,3281.63,3.367295829986474,1.6094379124341003,8.096400209353131
12481,23,10,5579.82,3.1780538303479458,2.3978952727983707,8.62709099798378
12483,17,8,2484.98,2.8903717578961645,2.1972245773362196,7.818422226986002
12484,33,6,4527.32,3.5263605246161616,1.9459101490553132,8.418106288764006
12488,10,3,1298.66,2.3978952727983707,1.3862943611198906,7.169857970780942
12489,336,1,334.93,5.820082930352362,0.6931471805599453,5.816902804925467
12490,5,10,5417.93,1.791759469228055,2.3978952727983707,8.597653657970227
12491,39,1,460.40000000000003,3.6888794541139363,0.6931471805599453,6.134265345739653
12492,63,2,263.21000000000004,4.1588830833596715,1.0986122886681098,5.5767442414854775
12493,166,2,433.74,5.117993812416755,1.0986122886681098,6.0747481512447195
12494,16,7,1246.1,2.833213344056216,2.0794415416798357,7.128576134926702
12497,82,1,1043.1,4.418840607796598,0.6931471805599453,6.950910549296065
12498,21,3,403.70000000000005,3.091042453358316,1.3862943611198906,6.00314605188182
12500,23,11,4257.82,3.1780538303479458,2.4849066497880004,8.356747405587967
12501,337,1,2169.39,5.823045895483019,0.6931471805599453,7.682662153888476
12502,96,5,3723.87,4.574710978503383,1.791759469228055,8.222787230875806
12504,18,2,482.04999999999995,2.9444389791664403,1.0986122886681098,6.180120167963518
12506,233,1,73.5,5.455321115357702,0.6931471805599453,4.310799125385514
12507,134,3,1304.81,4.90527477843843,1.3862943611198906,7.174578816863813
12508,26,2,397.88,3.295836866004329,1.0986122886681098,5.988660619775247
12509,284,1,176.5,5.652489180268651,0.6931471805599453,5.178970608915471
12510,143,2,982.5699999999999,4.969813299576001,1.0986122886681098,6.8911888096735625
12512,66,2,132.18,4.204692619390966,1.0986122886681098,4.891701596682476
12513,113,1,612.29,4.736198448394496,0.6931471805599453,6.418837907265026
12514,267,1,1017.6800000000001,5.5909869805108565,0.6931471805599453,6.926262950537877
12515,353,1,383.7,5.869296913133774,0.6931471805599453,5.95246380975825
12516,78,2,1312.06,4.3694478524670215,1.0986122886681098,7.180115570136106
12517,28,5,2481.6,3.367295829986474,1.791759469228055,7.817061677081847
12518,1,5,2056.89,0.6931471805599453,1.791759469228055,7.629436465014086
12519,64,1,330.84000000000003,4.174387269895637,0.6931471805599453,5.804652925041163
12520,79,5,2634.26,4.382026634673881,1.791759469228055,7.876737127834484
12521,143,1,599.68,4.969813299576001,0.6931471805599453,6.39806234681208
12522,39,2,192.72,3.6888794541139363,1.0986122886681098,5.266413817535028
12523,19,11,1789.77,2.995732273553991,2.4849066497880004,7.490400973937009
12524,9,8,4485.72,2.302585092994046,2.1972245773362196,8.408877201532766
12526,1,3,1316.66,0.6931471805599453,1.3862943611198906,7.183612715167257
12527,82,3,348.71000000000004,4.418840607796598,1.3862943611198906,5.857104239599851
12528,9,6,1933.48,2.302585092994046,1.9459101490553132,7.567593835498341
12530,60,4,1662.28,4.110873864173311,1.6094379124341003,7.416546835435133
12531,15,1,125.22,2.772588722239781,0.6931471805599453,4.838026416156094
12532,30,1,349.83000000000004,3.4339872044851463,0.6931471805599453,5.860301775655642
12534,131,1,1089.18,4.882801922586371,0.6931471805599453,6.9940980992041535
12535,92,2,716.35,4.532599493153256,1.0986122886681098,6.575563866544399
12536,43,3,12601.830000000002,3.784189633918261,1.3862943611198906,9.441676670894656
12538,29,1,363.95,3.4011973816621555,0.6931471805599453,5.899760357897641
12539,22,4,5568.35,3.1354942159291497,1.6094379124341003,8.625033629522884
12540,20,17,13400.24,3.044522437723423,2.8903717578961645,9.503102518971122
12541,30,3,981.18,3.4339872044851463,1.3862943611198906,6.889774590946187
12544,36,1,372.7,3.6109179126442243,0.6931471805599453,5.923453336491439
12545,75,2,1000.39,4.330733340286331,1.0986122886681098,6.9091443138264115
12546,47,2,1161.5,3.871201010907891,1.0986122886681098,7.058328137461511
12547,198,2,207.8,5.293304824724492,1.0986122886681098,5.341376856008484
12548,166,1,95.19999999999999,5.117993812416755,0.6931471805599453,4.566429357671661
12550,79,1,964.83,4.382026634673881,0.6931471805599453,6.872987835288763
12551,358,1,168.0,5.883322388488279,0.6931471805599453,5.1298987149230735
12552,39,2,437.82,3.6888794541139363,1.0986122886681098,6.084089306213804
12553,8,10,3692.28,2.1972245773362196,2.3978952727983707,8.214270231095687
12556,50,2,599.56,3.9318256327243257,1.0986122886681098,6.397862553264747
12557,16,5,11990.960000000001,2.833213344056216,1.791759469228055,9.391991704219834
12558,8,1,269.96,2.1972245773362196,0.6931471805599453,5.601971208509516
12559,311,2,561.71,5.7430031878094825,1.0986122886681098,6.33276439774036
12560,5,4,2134.01,1.791759469228055,1.6094379124341003,7.666226609492505
12561,303,1,238.85,5.717027701406222,0.6931471805599453,5.480013727948073
12562,8,7,3781.7400000000002,2.1972245773362196,2.0794415416798357,8.23820389374878
12564,261,1,456.90000000000003,5.568344503761097,0.6931471805599453,6.12665081966305
12565,289,1,145.92000000000002,5.66988092298052,0.6931471805599453,4.989888220951467
12566,86,1,351.65,4.465908118654584,0.6931471805599453,5.865476063654188
12567,23,10,9401.28,3.1780538303479458,2.3978952727983707,9.148707492038316
12569,2,32,4124.6900000000005,1.0986122886681098,3.4965075614664802,8.324988557507531
12571,40,2,519.61,3.713572066704308,1.0986122886681098,6.255001200981438
12572,9,2,1020.4200000000001,2.302585092994046,1.0986122886681098,6.928949094989139
12573,227,1,160.54000000000002,5.429345628954441,0.6931471805599453,5.08475279001415
12574,316,1,218.45000000000002,5.75890177387728,0.6931471805599453,5.391124416134243
12576,36,5,1315.83,3.6109179126442243,1.791759469228055,7.182982612166326
12577,35,3,626.6,3.58351893845611,1.3862943611198906,6.441903020858877
12578,21,2,2794.51,3.091042453358316,1.0986122886681098,7.935769837637909
12579,78,1,440.42,4.3694478524670215,0.6931471805599453,6.0899968031722285
12580,247,1,415.7,5.5134287461649825,0.6931471805599453,6.032366538428407
12581,40,1,197.71,3.713572066704308,0.6931471805599453,5.291846475417725
12582,239,2,511.36,5.480638923341991,1.0986122886681098,6.239027502962935
12583,3,15,7281.38,1.3862943611198906,2.772588722239781,8.89321301083995
12584,4,9,2338.15,1.6094379124341003,2.302585092994046,7.757542894498013
12585,234,2,2040.1,5.459585514144159,1.0986122886681098,7.621244157199997
12586,17,1,196.94000000000003,2.8903717578961645,0.6931471805599453,5.2879639544685455
12587,8,1,144.0,2.1972245773362196,0.6931471805599453,4.976733742420574
12588,39,1,214.89999999999998,3.6888794541139363,0.6931471805599453,5.3748153375207615
12589,29,2,646.68,3.4011973816621555,1.0986122886681098,6.473396747218991
12590,211,2,9864.26,5.356586274672012,1.0986122886681098,9.196774773912752
12591,317,1,452.84999999999997,5.762051382780177,0.6931471805599453,6.117766746972636
12592,92,2,437.6,4.532599493153256,1.0986122886681098,6.083587835983788
12593,109,3,418.1,4.700480365792417,1.3862943611198906,6.038109554931026
12594,38,10,3338.2200000000003,3.6635616461296463,2.3978952727983707,8.113492525763553
12596,51,2,618.27,3.9512437185814275,1.0986122886681098,6.428541364981557
12597,19,4,3811.22,2.995732273553991,1.6094379124341003,8.245966975595675
12598,10,8,3023.08,2.3978952727983707,2.1972245773362196,8.01436219197595
12599,29,7,1032.58,3.4011973816621555,2.0794415416798357,6.940783782995926
12600,29,10,2599.04,3.4011973816621555,2.3978952727983707,7.863282108506616
12601,190,5,577.0600000000001,5.25227342804663,1.791759469228055,6.359677669513258
12602,59,1,153.12,4.0943445622221,0.6931471805599453,5.037731519757957
12603,22,1,739.1999999999999,3.1354942159291497,0.6931471805599453,6.606920419952056
12604,79,2,254.18,4.382026634673881,1.0986122886681098,5.541969178493598
12607,60,1,1579.51,4.110873864173311,0.6931471805599453,7.3655028587473295
12609,78,3,1126.85,4.3694478524670215,1.3862943611198906,7.0280684444921455
12610,23,5,2099.54,3.1780538303479458,1.791759469228055,7.6499497335130995
12611,52,1,1193.32,3.970291913552122,0.6931471805599453,7.085332264745334
12612,74,1,704.04,4.31748811353631,0.6931471805599453,6.558254538791405
12613,57,5,3344.38,4.060443010546419,1.791759469228055,8.115335568501695
12614,278,1,315.6,5.631211781821365,0.6931471805599453,5.757639147446912
12615,2,4,2291.19,1.0986122886681098,1.6094379124341003,7.73726297143202
12616,95,2,713.3,4.564348191467836,1.0986122886681098,6.571303042160927
12617,29,1,352.98,3.4011973816621555,0.6931471805599453,5.869240414362608
12618,22,1,177.31,3.1354942159291497,0.6931471805599453,5.183523608545955
12619,16,9,3641.24,2.833213344056216,2.302585092994046,8.200354155974704
12620,15,3,1339.41,2.772588722239781,1.3862943611198906,7.20073081629489
12621,2,20,13689.67,1.0986122886681098,3.044522437723423,9.524469857917655
12622,232,1,180.1,5.4510384535657,0.6931471805599453,5.199049364889368
12623,276,1,305.1,5.6240175061873385,0.6931471805599453,5.723911845951367
12624,106,2,641.13,4.672828834461906,1.0986122886681098,6.464790775403018
12625,212,2,2683.82,5.3612921657094255,1.0986122886681098,7.895368965589599
12626,23,9,6620.4800000000005,3.1780538303479458,2.302585092994046,8.798074188898816
12627,11,7,4478.53,2.4849066497880004,2.0794415416798357,8.407273409191232
12628,4,3,786.46,1.6094379124341003,1.3862943611198906,6.668812575758953
12630,10,2,1270.88,2.3978952727983707,1.0986122886681098,7.1482513998271635
12631,57,1,640.5,4.060443010546419,0.6931471805599453,6.463809184055691
12633,59,4,2163.98,4.0943445622221,1.6094379124341003,7.6801664025186325
12635,90,2,1689.18,4.51085950651685,1.0986122886681098,7.432590311121191
12637,67,8,6002.9,4.219507705176107,2.1972245773362196,8.70016453705169
12638,33,1,671.69,3.5263605246161616,0.6931471805599453,6.511284599453549
12639,239,1,486.1,5.480638923341991,0.6931471805599453,6.188469440812497
12640,24,3,1174.58,3.2188758248682006,1.3862943611198906,7.06951692181073
12641,115,1,185.9,4.7535901911063645,0.6931471805599453,5.230573714461517
12642,25,3,1013.26,3.258096538021482,1.3862943611198906,6.9219145615400475
12643,128,6,3344.64,4.859812404361672,1.9459101490553132,8.11541328460481
12644,130,1,477.90999999999997,4.875197323201151,0.6931471805599453,6.171512688316606
12645,34,4,1775.18,3.5553480614894135,1.6094379124341003,7.482220269767765
12646,5,2,1346.97,1.791759469228055,1.0986122886681098,7.206355036031724
12647,22,12,3722.82,3.1354942159291497,2.5649493574615367,8.222505302105255
12648,155,1,318.05,5.049856007249537,0.6931471805599453,5.765347830314356
12649,107,3,623.51,4.68213122712422,1.3862943611198906,6.4369673422476765
12650,3,1,314.44,1.3862943611198906,0.6931471805599453,5.753968489569372
12651,335,1,114.0,5.817111159963204,0.6931471805599453,4.74493212836325
12652,331,1,919.98,5.805134968916488,0.6931471805599453,6.82543832049292
12653,149,2,2209.85,5.0106352940962555,1.0986122886681098,7.701132335950876
12654,11,5,601.98,2.4849066497880004,1.791759469228055,6.401884028681278
12656,17,5,4051.17,2.8903717578961645,1.791759469228055,8.30700781907883
12657,11,4,1643.18,2.4849066497880004,1.6094379124341003,7.4049970586737315
12658,19,1,686.05,2.995732273553991,0.6931471805599453,6.532407069777784
12659,30,1,91.68,3.4339872044851463,0.6931471805599453,4.529152699564175
12660,11,1,245.10000000000002,2.4849066497880004,0.6931471805599453,5.50573795739701
12662,1,11,3849.78,0.6931471805599453,2.4849066497880004,8.256031004164345
12664,8,9,4881.88,2.1972245773362196,2.302585092994046,8.49349048870337
12665,325,1,63.0,5.786897381366708,0.6931471805599453,4.1588830833596715
12667,58,1,620.13,4.07753744390572,0.6931471805599453,6.431540399799522
12668,12,4,3807.15,2.5649493574615367,1.6094379124341003,8.244898785891763
12669,151,3,2744.0299999999997,5.0238805208462765,1.3862943611198906,7.917547282845659
12670,10,5,2996.05,2.3978952727983707,1.791759469228055,8.005383750527514
12672,330,1,225.9,5.802118375377063,0.6931471805599453,5.424509391785796
12673,5,2,610.52,1.791759469228055,1.0986122886681098,6.415947661051908
12674,39,4,1970.6,3.6888794541139363,1.6094379124341003,7.586600674831223
12676,25,6,1331.39,3.258096538021482,1.9459101490553132,7.194729601037682
12678,42,12,17628.46,3.7612001156935624,2.5649493574615367,9.777326645314199
12679,59,4,1113.02,4.0943445622221,1.6094379124341003,7.015730373647435
12680,1,4,862.81,0.6931471805599453,1.6094379124341003,6.761352837213469
12681,15,22,13787.54,2.772588722239781,3.1354942159291497,9.531593091360708
12682,4,31,12279.82,1.6094379124341003,3.4657359027997265,9.415793974716065
12683,4,15,8476.57,1.6094379124341003,2.772588722239781,9.045179131116987
12684,8,7,2283.63,2.1972245773362196,2.0794415416798357,7.733959364615189
12685,28,6,2863.08,3.367295829986474,1.9459101490553132,7.960002460651312
12686,372,1,89.14,5.921578419643816,0.6931471805599453,4.501364017262502
12688,114,1,4873.81,4.74493212836325,0.6931471805599453,8.491836408313453
12689,26,2,1247.6100000000001,3.295836866004329,1.0986122886681098,7.1297862115656185
12690,206,1,389.01,5.332718793265369,0.6931471805599453,5.966172379820607
12691,28,6,1035.8,3.367295829986474,1.9459101490553132,6.94389432559801
12693,127,4,855.91,4.852030263919617,1.6094379124341003,6.753332895580138
12694,70,2,869.67,4.2626798770413155,1.0986122886681098,6.769263030204804
12695,7,4,582.1,2.0794415416798357,1.6094379124341003,6.368358698228111
12697,29,3,957.59,3.4011973816621555,1.3862943611198906,6.865463454791294
12700,8,4,4939.99,2.1972245773362196,1.6094379124341003,8.505320994961897
12701,80,2,797.71,4.394449154672439,1.0986122886681098,6.682997926190526
12702,20,1,219.0,3.044522437723423,0.6931471805599453,5.393627546352362
12703,71,1,283.55,4.276666119016055,0.6931471805599453,5.650908985049133
12704,7,8,2340.84,2.0794415416798357,2.1972245773362196,7.758692224146705
12705,15,9,6868.29,2.772588722239781,2.302585092994046,8.834816031986259
12707,292,1,603.42,5.680172609017068,0.6931471805599453,6.404269320519532
12708,30,10,2712.91,3.4339872044851463,2.3978952727983707,7.906145678459555
12709,15,15,9706.52,2.772588722239781,2.772588722239781,9.180656121866383
12710,97,3,1149.02,4.584967478670572,1.3862943611198906,7.047534612510416
12712,29,13,4396.13,3.4011973816621555,2.6390573296152584,8.388707334356674
12713,1,1,848.55,0.6931471805599453,0.6931471805599453,6.744706797531768
12714,9,5,4708.86,2.302585092994046,1.791759469228055,8.45741346257719
12715,106,1,343.36,4.672828834461906,0.6931471805599453,5.841687621789754
12716,4,2,1053.49,1.6094379124341003,1.0986122886681098,6.960812516706486
12717,151,2,1030.98,5.0238805208462765,1.0986122886681098,6.939234566008755
12718,71,1,238.25,4.276666119016055,0.6931471805599453,5.477509030333064
12719,5,2,644.95,1.791759469228055,1.0986122886681098,6.47072210140631
12720,3,25,5781.7300000000005,1.3862943611198906,3.258096538021482,8.662631168498327
12721,32,6,2656.13,3.4965075614664802,1.9459101490553132,7.885001871924596
12722,85,4,997.63,4.454347296253507,1.6094379124341003,6.906384339674138
12723,4,5,725.07,1.6094379124341003,1.791759469228055,6.587646428909591
12724,5,4,1031.41,1.791759469228055,1.6094379124341003,6.9396511539657
12725,371,1,427.8,5.918893854273146,0.6931471805599453,6.060990609756592
12726,28,7,2609.1,3.367295829986474,2.0794415416798357,7.867143813759015
12727,11,7,3980.7000000000003,2.4849066497880004,2.0794415416798357,8.2894641427604
12728,71,4,836.33,4.276666119016055,1.6094379124341003,6.7302182580203365
12729,114,1,453.01,4.74493212836325,0.6931471805599453,6.118119224230488
12731,24,12,18895.91,3.2188758248682006,2.5649493574615367,9.846753695617958
12732,180,1,236.26000000000002,5.198497031265826,0.6931471805599453,5.469156586232957
12733,234,1,383.95,5.459585514144159,0.6931471805599453,5.953113455724059
12734,353,1,110.39999999999999,5.869296913133774,0.6931471805599453,4.713127327493184
12735,315,2,779.5699999999999,5.755742213586912,1.0986122886681098,6.660024422032584
12736,333,1,234.0,5.811140992976701,0.6931471805599453,5.459585514144159
12738,372,1,155.35,5.921578419643816,0.6931471805599453,5.05209708390385
12739,78,2,1013.04,4.3694478524670215,1.0986122886681098,6.921697631104842
12740,64,1,427.6,4.174387269895637,0.6931471805599453,6.060524083039477
12743,134,2,540.13,4.90527477843843,1.0986122886681098,6.293659545728696
12744,52,7,21279.29,3.970291913552122,2.0794415416798357,9.965536571182271
12747,2,11,4196.01,1.0986122886681098,2.4849066497880004,8.342127645985029
12748,1,209,33053.19,0.6931471805599453,5.3471075307174685,10.405903614853912
12749,4,5,4090.88,1.6094379124341003,1.791759469228055,8.316759801128319
12750,129,1,275.88,4.867534450455582,0.6931471805599453,5.623584199327089
12752,81,1,4366.78,4.406719247264253,0.6931471805599453,8.38201014985595
12753,23,6,21429.39,3.1780538303479458,1.9459101490553132,9.972565287088774
12754,236,3,3010.74,5.4680601411351315,1.3862943611198906,8.010273263812737
12755,281,2,3811.9500000000003,5.641907070938114,1.0986122886681098,8.246158446737232
12756,87,1,112.08,4.477336814478207,0.6931471805599453,4.72809553282539
12757,16,13,7834.650000000001,2.833213344056216,2.6390573296152584,8.966439112421154
12758,117,2,2791.59,4.770684624465665,1.0986122886681098,7.934724759609325
12759,52,3,1531.44,3.970291913552122,1.3862943611198906,7.334616515331031
12762,8,2,1898.52,2.1972245773362196,1.0986122886681098,7.549356501658852
12763,138,2,494.08,4.9344739331306915,1.0986122886681098,6.204719365671822
12764,317,1,1693.88,5.762051382780177,0.6931471805599453,7.435367220848186
12766,4,7,6989.63,1.6094379124341003,2.0794415416798357,8.852325959921869
12769,239,1,1143.6,5.480638923341991,0.6931471805599453,7.042810509975002
12770,211,1,1351.45,5.356586274672012,0.6931471805599453,7.209673041460572
12772,60,1,892.47,4.110873864173311,0.6931471805599453,6.795112758210396
12775,17,5,1386.04,2.8903717578961645,1.791759469228055,7.23492725912033
12778,20,6,822.23,3.044522437723423,1.9459101490553132,6.713235627004493
12779,38,8,3981.36,3.6635616461296463,2.1972245773362196,8.289629887368429
12781,64,2,826.74,4.174387269895637,1.0986122886681098,6.718699095412067
12782,5,5,2330.92,1.791759469228055,1.791759469228055,7.754447241564618
12783,2,6,2225.91,1.0986122886681098,1.9459101490553132,7.708370253328926
12784,9,2,532.82,2.302585092994046,1.0986122886681098,6.280058703484731
12785,364,1,311.95,5.8998973535824915,0.6931471805599453,5.74604343337071
12787,10,3,463.66,2.3978952727983707,1.3862943611198906,6.141305955347142
12789,65,1,91.85,4.189654742026425,0.6931471805599453,4.530985287798715
12790,192,1,324.92,5.262690188904886,0.6931471805599453,5.786651952478496
12791,374,1,192.60000000000002,5.926926025970411,0.6931471805599453,5.265794174842477
12792,257,1,400.54,5.552959584921617,0.6931471805599453,5.995307154825432
12793,335,2,545.48,5.817111159963204,1.0986122886681098,6.303497710423594
12794,53,2,860.41,3.9889840465642745,1.0986122886681098,6.758570581561217
12795,19,1,430.48,2.995732273553991,0.6931471805599453,6.067221159507229
12797,366,1,254.03,5.905361848054571,0.6931471805599453,5.541381185297377
12798,10,3,6977.04,2.3978952727983707,1.3862943611198906,8.85052335403181
12802,187,1,427.58,5.236441962829949,0.6931471805599453,6.060477418394936
12808,37,3,483.65000000000003,3.6375861597263857,1.3862943611198906,6.183426980938617
12809,178,1,489.31,5.187385805840755,0.6931471805599453,6.1950378441253156
12811,261,3,514.85,5.568344503761097,1.3862943611198906,6.245816025546385
12812,45,1,229.64000000000001,3.828641396489095,0.6931471805599453,5.440858053330147
12814,102,1,125.92,4.634728988229636,0.6931471805599453,4.843556966714995
12815,148,2,1063.46,5.003946305945459,1.0986122886681098,6.970222907300612
12816,96,2,572.2,4.574710978503383,1.0986122886681098,6.351234695954017
12817,281,1,166.04000000000002,5.641907070938114,0.6931471805599453,5.118233304694274
